#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2     image_file
#                                                                     mJy        arcsec        arcsec        degree            um                                                            arcsec    arcsec                                                       
    2015.1.00137.S    2    1    1                     z35_4      0.021304       1.09161      0.889598       81.3972       1249.19   150.3118000     2.4512600   150.3118236     2.4512364    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_4_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_50     0.0711423       1.09427      0.897708       83.3459       1249.19   150.0069400     2.4078500   150.0069636     2.4078264    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_50_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_51     0.0746623       1.09401      0.888873       82.1347       1249.19   150.3871900     1.9363700   150.3872136     1.9363464    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_51_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_52     0.0743646        1.0911      0.894848       81.6996       1249.19   150.5403400     2.6092200   150.5403636     2.6091964    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_52_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_53     0.0732628        1.0953      0.889293       83.3608       1249.19   149.9896900     1.7977600   149.9897136     1.7977364    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_53_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_54      0.075723       1.09357      0.893896       82.1664       1249.19   150.2657800     2.7034400   150.2658036     2.7034164    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_54_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_55     0.0742204       1.09645      0.886515       82.3635       1249.19   150.3540500     1.6668800   150.3540736     1.6668564    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_55_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_56     0.0735436        1.0957      0.887085        83.422       1249.19   149.7704800     1.7936000   149.7705036     1.7935764    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_56_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_57     0.0703828       1.09492      0.894902       83.1501       1249.19   150.0252800     2.3123500   150.0253036     2.3123264    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_57_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_58     0.0743514       1.09444      0.889231       83.0839       1249.19   150.1566900     1.8247700   150.1567136     1.8247464    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_58_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_59     0.0718745       1.09553      0.897343       83.2845       1249.19   150.6202100     2.6905100   150.6202336     2.6904864    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_59_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                     z35_5     0.0212639        1.0929      0.885061       82.5833       1249.19   150.0160100     2.0413900   150.0160336     2.0413664    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_5_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_60     0.0760121       1.09784      0.889776       84.2267       1249.19   149.6964300     1.8761900   149.6964536     1.8761664    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_60_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_61     0.0736344       1.09676      0.892314       84.2028       1249.19   149.7720900     2.0503500   149.7721136     2.0503264    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_61_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_62     0.0739422       1.09715        0.8949       84.4003       1249.19   149.4832300     2.5054400   149.4832536     2.5054164    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_62_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_63     0.0721792       1.09533      0.897313       84.1769       1249.19   150.3113100     2.5884400   150.3113336     2.5884164    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_63_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_64     0.0730261       1.09828      0.890925        84.803       1249.19   149.8988600     1.9682100   149.8988836     1.9681864    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_64_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_65     0.0728084       1.10098      0.887488       85.4435       1249.19   149.5711400     1.6742700   149.5711636     1.6742464    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_65_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_66     0.0739509       1.09669      0.889299       84.6855       1249.19   150.4935000     1.8185400   150.4935236     1.8185164    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_66_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_67      0.071816        1.0942      0.895711       84.9312       1249.19   150.0540300     2.5763000   150.0540536     2.5762764    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_67_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                    z35_68     0.0711146       1.09658      0.891389       85.1072       1249.19   150.0817100     2.0878400   150.0817336     2.0878164    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_68_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                     z35_6     0.0210539       1.09397      0.891575       82.9745       1249.19   150.5576200     2.6908600   150.5576436     2.6908364    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_6_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                     z35_7     0.0700479       1.10357      0.896645       76.5099       1249.19   150.0935200     2.7039500   150.0935436     2.7039264    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_7_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                     z35_8     0.0694136       1.10368      0.898288       77.4837       1249.19   149.5825700     2.6028200   149.5825936     2.6027964    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_8_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                     z35_9     0.0709934       1.10857      0.894342       77.1479       1249.19   150.5079300     2.2021200   150.5079536     2.2020964    40.630    40.630       240       240   0.16929   0.16929     2015.1.00137.S_SB2_GB1_MB1_z35_9_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                   z12_100      0.157079      0.883695      0.406486      -66.0519       872.697   149.7328600     2.4823100   149.7328717     2.4822983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_100_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_51       0.14818      0.720227      0.418151      -65.9933         872.7   150.6164700     2.1678800   150.6164817     2.1678683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_51_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_52      0.145479      0.725089      0.418006      -66.0094         872.7   150.6090700     2.2075500   150.6090817     2.2075383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_52_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_53      0.149225      0.734602      0.416926      -66.3042       872.697   149.7900700     1.7118200   149.7900817     1.7118083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_53_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_54      0.160555      0.732908      0.417559      -66.1102       872.697   149.9710700     2.3882600   149.9710817     2.3882483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_54_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_55      0.147145      0.734832      0.417874      -66.1674       872.697   150.0367000     2.2709800   150.0367117     2.2709683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_55_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_56      0.149697      0.731622      0.416544       -66.364         872.7   150.4599200     1.6732900   150.4599317     1.6732783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_56_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_57        0.1546      0.730668      0.416664      -66.3848         872.7   150.5320100     2.1836600   150.5320217     2.1836483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_57_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_58      0.155757      0.736223      0.416542      -66.3503       872.697   149.9716300     1.7447200   149.9716417     1.7447083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_58_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_59      0.150145      0.738028      0.416445      -66.3811         872.7   150.3533800     1.6542200   150.3533917     1.6542083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_59_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_60      0.153923      0.745222      0.416592      -66.1646         872.7   150.2486000     2.5510100   150.2486117     2.5509983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_60_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_61      0.146473      0.754038       0.41582       -65.953       872.697   149.8567200     2.3337500   149.8567317     2.3337383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_61_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_62      0.146099      0.747071      0.416152      -65.8701         872.7   150.5795300     2.7081300   150.5795417     2.7081183    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_62_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_63      0.152347      0.746552      0.415725       -66.093         872.7   150.4893200     1.8217000   150.4893317     1.8216883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_63_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_64       0.15224      0.760334      0.413201      -66.1694       872.697   149.5869100     1.6271800   149.5869217     1.6271683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_64_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_65      0.161291      0.760941      0.414314       -65.173       872.697   150.0162400     2.7923600   150.0162517     2.7923483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_65_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_66      0.153121      0.757541      0.415339      -66.0209         872.7   150.1014300     1.7284400   150.1014417     1.7284283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_66_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_67      0.154517      0.774257      0.412812      -65.6454       872.697   149.5619400     2.6959400   149.5619517     2.6959283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_67_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_68       0.15111       0.76239      0.413793      -65.9934         872.7   150.0948300     1.8606500   150.0948417     1.8606383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_68_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_69      0.157661      0.758455      0.413801      -66.1998         872.7   150.1228900     2.3609000   150.1229017     2.3608883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_69_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_70      0.149188      0.763152      0.415349      -65.4005         872.7   150.7760000     2.7817500   150.7760117     2.7817383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_70_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_71      0.151775      0.771541      0.412276      -66.2534         872.7   150.1918000     1.7225900   150.1918117     1.7225783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_71_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_72      0.150616      0.769865      0.412826      -66.1461         872.7   150.5034800     1.8118300   150.5034917     1.8118183    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_72_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_73       0.16024      0.787691      0.413495       -65.808       872.697   149.7124300     2.4875800   149.7124417     2.4875683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_73_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_74       0.15137      0.784202      0.413242      -66.4102       872.697   149.8427400     1.6727800   149.8427517     1.6727683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_74_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_75      0.151577      0.769977      0.412394       -66.145         872.7   150.7428000     1.8853400   150.7428117     1.8853283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_75_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_76      0.157275      0.790045      0.412867      -65.6484       872.697   150.0678300     2.7906900   150.0678417     2.7906783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_76_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_77      0.152131      0.788557      0.412282      -66.1321       872.697   150.0595100     2.1123400   150.0595217     2.1123283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_77_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_78      0.153059      0.788872      0.412985      -66.1564         872.7   150.2420000     2.2369000   150.2420117     2.2368883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_78_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_79      0.159192      0.805533      0.412002      -65.5709       872.697   149.5033600     2.5068000   149.5033717     2.5067883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_79_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_80      0.150558      0.804747      0.410528      -66.1365       872.697   149.6041600     2.2750900   149.6041717     2.2750783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_80_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_81      0.157316      0.789597      0.411078       -66.229         872.7   150.5468400     1.6185600   150.5468517     1.6185483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_81_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_82      0.161761      0.796861      0.411646       -66.321         872.7   150.4327100     1.8902900   150.4327217     1.8902783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_82_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_83      0.154719      0.809263      0.410161      -66.2148         872.7   150.2262400     2.1132000   150.2262517     2.1131883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_83_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_84      0.151171      0.805167      0.410711      -66.1405         872.7   150.5943300     2.2562000   150.5943417     2.2561883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_84_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_85      0.161207      0.816326      0.409801      -65.7491         872.7   150.4339300     2.7654200   150.4339417     2.7654083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_85_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_86      0.155582      0.806987      0.409435      -66.3582         872.7   150.6683500     1.5702900   150.6683617     1.5702783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_86_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_87      0.166612       0.83057       0.40909      -66.1244       872.697   150.0654900     1.7460100   150.0655017     1.7459983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_87_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_88      0.153871      0.822299      0.408694      -65.9607         872.7   150.3766300     2.4594900   150.3766417     2.4594783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_88_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_89      0.159539      0.835745      0.407388      -66.1393       872.697   149.8488900     1.9337200   149.8489017     1.9337083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_89_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_90      0.162597      0.846028      0.406218      -66.2415       872.697   149.5356300     1.7678500   149.5356417     1.7678383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_90_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_91      0.161075      0.835261      0.408824      -66.2668         872.7   150.4416500     2.1291800   150.4416617     2.1291683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_91_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_92      0.164088      0.840621      0.408721      -66.2065         872.7   150.3777800     2.4339800   150.3777917     2.4339683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_92_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_93      0.157178      0.854525      0.408717        -65.83       872.697   150.0475800     2.6212000   150.0475917     2.6211883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_93_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_94       0.15706      0.849081      0.408151      -66.1997         872.7   150.2417400     2.0826400   150.2417517     2.0826283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_94_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_95      0.157819      0.841169      0.409813      -66.2808         872.7   150.5407600     1.9697200   150.5407717     1.9697083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_95_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_96      0.162783      0.846178       0.41078      -66.4308         872.7   150.5349100     2.4010500   150.5349217     2.4010383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_96_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_97       0.16291      0.871037      0.406441      -65.8418       872.697   149.7502900     2.6795000   149.7503017     2.6794883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_97_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_98        0.1547      0.864637      0.407191       -66.225       872.697   149.9219500     2.2899400   149.9219617     2.2899283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_98_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_99       0.15315      0.866536      0.405992      -66.2015         872.7   150.1526500     1.7692000   150.1526617     1.7691883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB3_GB1_MB1_z12_99_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_101      0.126951      0.527574      0.449295      -78.6185       872.697   149.8426200     2.5219200   149.8426317     2.5219083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_101_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_102      0.133013      0.527625      0.448284      -80.6434       872.697   150.2930600     1.9434300   150.2930717     1.9434183    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_102_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_103      0.127618      0.529937      0.447175      -80.0106       872.697   149.9490800     1.9180500   149.9490917     1.9180383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_103_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_104      0.134349      0.529316       0.44938      -77.6982       872.697   150.1074500     2.6459300   150.1074617     2.6459183    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_104_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_105      0.131785      0.528801      0.446681      -81.1163       872.697   150.4990200     1.7244600   150.4990317     1.7244483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_105_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_106      0.134639      0.532203      0.450155      -77.3069       872.697   149.5739100     2.0858700   149.5739217     2.0858583    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_106_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_107      0.132575      0.528905      0.449598      -77.2676       872.697   150.4144300     2.8011100   150.4144417     2.8010983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_107_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_108       0.13356       0.53223      0.448187      -77.9471       872.697   149.7216600     1.9654700   149.7216717     1.9654583    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_108_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_109       0.13182      0.534203      0.449465      -77.2906       872.697   150.1541600     1.8042100   150.1541717     1.8041983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_109_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_110      0.137001      0.533247      0.450001      -76.7837       872.697   150.3543500     2.2413400   150.3543617     2.2413283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_110_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_111      0.133667      0.531231      0.450815      -75.3918         872.7   150.7354700     2.8977000   150.7354817     2.8976883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_111_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_112       0.13389      0.532696       0.45116       -75.303       872.697   150.3358200     2.6497000   150.3358317     2.6496883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_112_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_113      0.133656      0.533215      0.449218      -77.2313       872.697   150.4635000     1.8833100   150.4635117     1.8832983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_113_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_114      0.136125      0.533131        0.4515      -74.8812       872.697   150.6548600     2.5667000   150.6548717     2.5666883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_114_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_115      0.134464       0.53315      0.449934      -74.4879       872.697   150.0464200     2.8016900   150.0464317     2.8016783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_115_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_116      0.131048      0.533721      0.450873      -75.1751       872.697   150.3995100     2.4650900   150.3995217     2.4650783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_116_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_117       0.13216       0.53566      0.449878      -74.0786       872.697   149.9312000     2.6461600   149.9312117     2.6461483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_117_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_118      0.133801      0.533386      0.450594       -75.128       872.697   150.6313000     2.4769600   150.6313117     2.4769483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_118_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_119      0.133884      0.536039      0.450064      -74.0952       872.697   150.0591300     2.2200500   150.0591417     2.2200383    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_119_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_120      0.133497       0.53239      0.449289      -74.2214       872.697   150.6835300     2.8854900   150.6835417     2.8854783    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_120_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_121      0.133933      0.537047      0.449366      -74.9271       872.697   149.6960100     2.1223000   149.6960217     2.1222883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_121_sci.spw0_1_2_3.cont.I.image.fits
