#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2     image_file
#                                                                     mJy        arcsec        arcsec        degree            um                                                            arcsec    arcsec                                                       
    2013.1.00034.S    1    2    1        midz_cell12_318140      0.158308      0.322895      0.294989       -36.961       872.687   150.1471046     2.7314858   150.1471122     2.7314782    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell12_318140_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell2_268892      0.152127      0.321229      0.298651      -36.4154       872.687   149.7756171     2.5570969   149.7756247     2.5570893    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell2_268892_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell2_304805      0.153689      0.322093      0.295589      -37.8276       872.687   149.6366462     2.6824469   149.6366539     2.6824393    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell2_304805_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell3_269164      0.155285      0.321339      0.299091      -37.8345       872.687   150.5397879     2.5585775   150.5397956     2.5585699    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell3_269164_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell3_277716       0.15582      0.321983      0.295777      -37.4185       872.687   149.4756879     2.5882164   149.4756956     2.5882088    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell3_277716_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell3_328956      0.153302       0.32528        0.2914      -36.5469       872.687   149.5260171     2.7768581   149.5260247     2.7768504    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell3_328956_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell6_264030      0.152023       0.32128       0.30095      -35.7615       872.687   150.7056671     2.5404081   150.7056747     2.5404004    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell6_264030_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell6_314448      0.160486      0.323273      0.294412      -37.7195       872.687   149.6556379     2.7162358   149.6556456     2.7162282    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell6_314448_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell6_314468      0.155191      0.322586      0.295375      -37.0059       872.687   150.3178254     2.7164664   150.3178331     2.7164587    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell6_314468_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell6_332275      0.158834      0.324077      0.291858      -37.0521       872.687   150.0161046     2.7923664   150.0161122     2.7923587    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell6_332275_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell7_301426      0.154085      0.322809      0.297528       -35.867       872.687   150.4592046     2.6714081   150.4592122     2.6714004    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell7_301426_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    2    1         midz_cell7_325528      0.154996      0.324339      0.291583      -36.8605       872.687   149.6007254     2.7628775   149.6007331     2.7628699    28.105    28.105       512       512   0.05489   0.05489     2013.1.00034.S_SB1_GB2_MB1_midz_cell7_325528_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1        midz_cell10_146442      0.151879      0.287652      0.264201       73.0865       872.707   150.5270254     2.1540664   150.5270325     2.1540593    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell10_146442_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1        midz_cell10_146566      0.148809       0.28631      0.263957       75.1316       872.707   150.1607546     2.1546664   150.1607617     2.1546593    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell10_146566_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell1_110116      0.147287       0.28997      0.264355       71.8388       872.707   150.1189254     2.0320581   150.1189325     2.0320510    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell1_110116_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1        midz_cell11_122443      0.150949      0.290507      0.263721        71.337        872.71   149.6587962     2.0719858   149.6588033     2.0719787    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell11_122443_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell2_125833      0.146437      0.290073      0.264356       72.9842       872.707   150.4551671     2.0834664   150.4551742     2.0834593    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell2_125833_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell2_129795      0.151231      0.287385      0.264236       74.2633       872.707   150.0317463     2.0987358   150.0317533     2.0987288    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell2_129795_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell4_125792      0.144444      0.288575      0.263514        72.104       872.707   149.7464046     2.0845164   149.7464117     2.0845093    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell4_125792_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell4_152681      0.149752      0.285951      0.264019       72.8607       872.707   149.9899379     2.1740581   149.9899450     2.1740510    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell4_152681_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell4_168467      0.149287      0.285688      0.264006       73.8906       872.707   150.1193463     2.2241469   150.1193533     2.2241399    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell4_168467_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell4_170263      0.151027      0.284975      0.263436       77.2532       872.707   149.9560962     2.2300969   149.9561033     2.2300899    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell4_170263_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell5_198176      0.145952      0.284386      0.263627       75.1583        872.71   150.0163754     2.3209581   150.0163825     2.3209510    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell5_198176_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell6_127223       0.15653      0.288049       0.26387        72.767       872.707   150.1799171     2.0886164   150.1799242     2.0886093    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell6_127223_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell6_221558      0.155808       0.28327      0.263376       76.7524        872.71   149.8892962     2.3963969   149.8893033     2.3963899    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell6_221558_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell7_214144      0.151396      0.285996      0.263909       74.5411       872.707   150.7118171     2.3723775   150.7118242     2.3723704    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell7_214144_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell7_237719      0.147478      0.283775      0.263863        76.749       872.707   150.3527046     2.4511081   150.3527117     2.4511010    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell7_237719_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell8_125420      0.148455      0.288609      0.263801       72.7363        872.71   149.5357462     2.0825358   149.5357533     2.0825287    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell8_125420_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell8_135052      0.150617      0.287856      0.264115       72.5515       872.707   150.4956879     2.1162164   150.4956950     2.1162093    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell8_135052_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell8_254150      0.148502       0.28425      0.263322       76.1496        872.71   150.0934046     2.5073358   150.0934117     2.5073287    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell8_254150_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell9_116351      0.151234       0.29093      0.265319       73.6894       872.707   149.9889254     2.0532775   149.9889325     2.0532704    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell9_116351_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    1    3    1         midz_cell9_126711      0.164454      0.288264      0.264532       72.7366        872.71   149.6678671     2.0873775   149.6678742     2.0873704    28.509    28.509       560       560   0.05091   0.05091     2013.1.00034.S_SB1_GB3_MB1_midz_cell9_126711_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1         lowz_cell10_75283      0.132135       0.29017      0.201674      -57.8911       872.707   149.7843171     1.9128275   149.7843226     1.9128219    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell10_75283_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1         lowz_cell1_104560         0.129      0.291011      0.201965      -57.4751       872.707   149.8180379     2.0131581   149.8180435     2.0131525    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell1_104560_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1         lowz_cell11_18016      0.135597      0.288549      0.202318      -59.0766       872.707   149.4323546     1.6923664   149.4323601     1.6923608    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell11_18016_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell1_13738      0.129332      0.288385      0.201986       -59.435       872.707   149.9699671     1.6731358   149.9699726     1.6731303    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell1_13738_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1         lowz_cell12_47971      0.132468      0.289319      0.202026      -59.2119       872.707   150.5035671     1.8117775   150.5035726     1.8117719    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell12_47971_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell12_9254      0.131787       0.28794      0.201593      -59.5072       872.707   150.0120462     1.6521164   150.0120518     1.6521108    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell12_9254_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell1_51913      0.131196      0.288846      0.202173      -58.3983       872.707   149.9791963     1.8278469   149.9792018     1.8278414    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell1_51913_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell3_56957       0.13265      0.290386      0.201506       -58.837       872.707   150.4129879     1.8516858   150.4129935     1.8516803    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell3_56957_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell3_81315      0.134501      0.290674       0.20127      -57.8086       872.707   149.8490046     1.9337164   149.8490101     1.9337108    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell3_81315_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell3_87131      0.131855      0.290626      0.201533      -57.7678       872.707   150.3445754     1.9539858   150.3445810     1.9539803    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell3_87131_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell4_74279      0.128837      0.290474      0.202033       -58.815       872.707   150.7642254     1.9076581   150.7642310     1.9076525    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell4_74279_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1         lowz_cell6_111508         0.135      0.291313       0.20224      -57.5883       872.707   150.1894879     2.0369858   150.1894935     2.0369803    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell6_111508_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00034.S    2    1    1         lowz_cell6_120018      0.132341      0.291505       0.20303      -57.5156       872.707   149.6632671     2.0667469   149.6632726     2.0667414    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell6_120018_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell6_45881      0.133259       0.28918      0.201961      -59.1956       872.707   150.1541379     1.8042469   150.1541435     1.8042414    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell6_45881_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1         lowz_cell7_110555      0.133895      0.291202      0.201815      -57.5614       872.707   150.2704671     2.0338164   150.2704726     2.0338108    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell7_110555_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell7_50235      0.130805       0.28911      0.202057      -58.9417       872.707   150.0907962     1.8211358   150.0908018     1.8211303    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell7_50235_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1         lowz_cell8_108065      0.132569      0.291307      0.202007      -57.5487       872.707   150.0086546     2.0257469   150.0086601     2.0257414    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell8_108065_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1           lowz_cell8_6496       0.13094      0.286396      0.202058      -59.3337       872.707   149.9741379     1.6435081   149.9741435     1.6435025    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell8_6496_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell8_79873       0.13042      0.289672      0.202376       -57.973       872.707   150.3502754     1.9281969   150.3502810     1.9281914    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell8_79873_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    1    1          lowz_cell9_25741      0.130515      0.288705      0.201909      -59.2105       872.707   149.9734754     1.7246358   149.9734810     1.7246303    27.960    27.960       700       700   0.03994   0.03994     2013.1.00034.S_SB2_GB1_MB1_lowz_cell9_25741_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1        lowz_cell10_134318      0.187945      0.325867      0.208926      -55.4161       872.707   150.2174254     2.1140775   150.2174308     2.1140721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell10_134318_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1        lowz_cell11_120263       0.18858      0.326806      0.209222      -55.4437       872.707   149.8325254     2.0660164   149.8325308     2.0660110    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell11_120263_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1        lowz_cell11_237348      0.194556      0.343962      0.209185      -54.6155       872.707   149.4016379     2.4508581   149.4016433     2.4508526    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell11_237348_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1        lowz_cell12_177648       0.19164      0.336476      0.210065      -54.9342       872.707   149.9813171     2.2536358   149.9813225     2.2536304    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell12_177648_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell1_227807      0.182705        0.3401       0.20967      -54.6736       872.707   150.0181671     2.4177358   150.0181725     2.4177304    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell1_227807_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell2_138503        0.1851      0.327858      0.209394      -55.3872       872.707   150.0945963     2.1280275   150.0946017     2.1280221    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell2_138503_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell2_163603      0.192139      0.332076      0.210108      -55.2629       872.707   150.3524379     2.2101358   150.3524433     2.2101304    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell2_163603_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell3_142935      0.186031      0.328907      0.209383      -55.4643       872.707   150.1235546     2.1498081   150.1235600     2.1498026    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell3_142935_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell4_204167      0.202556      0.339021      0.209715      -54.5941       872.707   149.7394754     2.3413469   149.7394808     2.3413415    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell4_204167_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell4_249162      0.192831      0.343918      0.209384      -54.6179       872.707   149.8600462     2.4920164   149.8600517     2.4920110    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell4_249162_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell5_136339      0.188438       0.32711      0.209625      -55.6512       872.707   149.6960879     2.1223358   149.6960933     2.1223304    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell5_136339_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell5_163971      0.195175      0.334504       0.21135      -55.2074       872.707   149.8117046     2.2123358   149.8117100     2.2123304    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell5_163971_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell6_196840      0.192049       0.33716      0.209951      -54.9225       872.707   150.2711754     2.3183664   150.2711808     2.3183610    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell6_196840_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell7_215473       0.19783      0.340649      0.209076      -54.6433       872.707   149.8388171     2.3774469   149.8388225     2.3774415    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell7_215473_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell7_255368      0.183315      0.344056      0.209412      -54.6045       872.707   150.0747379     2.5129775   150.0747433     2.5129721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell7_255368_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell8_156292       0.19037      0.329687      0.209539      -55.4569       872.707   150.3986462     2.1885164   150.3986517     2.1885110    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell8_156292_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell8_246998       0.19027      0.343685      0.207379      -54.2711       872.707   149.9085754     2.4833081   149.9085808     2.4833026    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell8_246998_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell9_149780      0.196426      0.329286      0.210538      -55.4704       872.707   150.0981254     2.1658081   150.0981308     2.1658026    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell9_149780_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell9_160476      0.190375      0.332866      0.211475      -55.3302       872.707   149.5985879     2.2003858   149.5985933     2.2003804    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell9_160476_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    2    1         lowz_cell9_173922      0.186258      0.334272      0.210064      -55.1608       872.707   150.3670463     2.2409664   150.3670517     2.2409610    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB2_MB1_lowz_cell9_173922_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1        lowz_cell10_286136      0.130644      0.506843      0.330009      -68.8219       872.768   149.8634046     2.6178164   149.8634100     2.6178110    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell10_286136_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1        lowz_cell10_288391      0.136382      0.511194      0.334791      -69.2238       872.768   150.4103254     2.6263775   150.4103308     2.6263721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell10_288391_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1        lowz_cell10_324567      0.127241      0.528566      0.341934      -69.7134       872.768   149.9190963     2.7605469   149.9191017     2.7605415    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell10_324567_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1        lowz_cell10_328266      0.129268      0.531284      0.344634      -70.1075       872.768   150.5306671     2.7754858   150.5306725     2.7754804    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell10_328266_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1        lowz_cell11_268592      0.130784      0.493812      0.325077       -68.538       872.768   150.4178879     2.5584775   150.4178933     2.5584721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell11_268592_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1        lowz_cell11_286398      0.129801      0.508548      0.332314      -68.9878       872.768   150.1295962     2.6214358   150.1296017     2.6214304    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell11_286398_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell1_295084      0.128702      0.517826      0.335254       -69.559       872.768   149.8157379     2.6502664   149.8157433     2.6502610    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell1_295084_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell2_257628      0.133087      0.486962      0.320094      -68.1449       872.768   150.0255879     2.5210775   150.0255933     2.5210721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell2_257628_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell2_305102      0.131003      0.519823       0.33706      -69.3631       872.768   150.0536463     2.6861164   150.0536517     2.6861110    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell2_305102_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell2_334380      0.128415      0.540041      0.346475      -70.1155       872.768   150.3476962     2.8014581   150.3477017     2.8014526    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell2_334380_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell3_258881      0.132017      0.491917      0.325106      -68.8381       872.768   150.0424671     2.5265775   150.0424725     2.5265721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell3_258881_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell4_275597      0.134599      0.508763      0.329515      -68.6324       872.768   149.5421171     2.5816081   149.5421225     2.5816026    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell4_275597_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell4_306337      0.132241      0.533735      0.346281      -70.1175       872.768   149.8367462     2.6918275   149.8367517     2.6918221    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell4_306337_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell5_256236      0.134261       0.48734      0.319882      -68.1579       872.768   149.7721254     2.5171275   149.7721308     2.5171221    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell5_256236_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell5_257681      0.131612      0.487501      0.320722      -68.2246       872.768   150.2179546     2.5216664   150.2179600     2.5216610    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell5_257681_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell5_272688      0.133045      0.497193      0.326941       -68.832       872.768   150.0628254     2.5740775   150.0628308     2.5740721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell5_272688_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell6_333500      0.128514      0.531496      0.344328      -69.9368       872.768   150.6614962     2.7969581   150.6615017     2.7969526    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell6_333500_sci.spw0_1_2_3.cont.I.image.fits
