# Project_code     RA                   Dec                  Release_date   Release_date_Mjd   Group_ous_id              Member_ous_id             Asdm_uid                   Field_of_view       
# 
  2013.1.00118.S   150.034875           2.3400833333333337   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.66787500000004   2.087416666666667    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.34091666666666   2.5225833333333334   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.09825            2.3633888888888888   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.36183333333335   2.000916666666666    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.88241666666667   2.5131111111111113   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.89483333333334   2.324333333333333    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.45033333333333   2.358138888888889    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.08229166666663   2.5342777777777776   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.01491666666666   2.0350277777777777   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.14083333333338   1.8167222222222221   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.02725            2.549194444444444    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.310875           2.586638888888889    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.92158333333333   2.018222222222222    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.1635             2.6466388888888885   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.382625           1.9009166666666664   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.92883333333333   2.4941666666666666   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.88804166666668   2.1425555555555555   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.16745833333334   1.9899166666666668   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.48429166666668   2.35175              2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.344375           2.2032777777777777   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.357875           1.9623888888888892   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.021625           1.9222222222222225   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.77054166666667   2.3651666666666666   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.99308333333335   2.2234444444444446   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.08529166666668   1.7501666666666666   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.12666666666667   2.6200555555555556   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.23833333333334   2.33575              2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.367875           2.3582500000000004   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.332              2.578333333333333    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.25154166666667   2.6323055555555555   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.83645833333333   2.519805555555556    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.41516666666666   2.395888888888889    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.93008333333333   2.360027777777778    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.27083333333334   2.4424166666666665   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.32754166666666   2.161583333333333    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.34345833333333   2.1259722222222224   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.408625           2.1524722222222223   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.06570833333333   2.262527777777778    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.1085             2.0541388888888887   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.97429166666666   2.3133055555555555   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.49925            2.0832777777777776   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.26508333333334   2.482444444444445    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.2735             2.361                2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.218125           2.0175277777777776   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.05504166666665   2.2019444444444445   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.89583333333334   1.9657500000000006   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.761375           1.995                2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.93208333333334   2.2300833333333334   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.05920833333334   1.943361111111111    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.1385             2.4315555555555557   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.02487500000004   1.8781666666666663   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.32020833333334   2.280111111111111    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.6260416666667    2.2373888888888893   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.92816666666667   1.9199166666666667   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.4170416666667    2.428138888888889    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.287625           2.2905555555555557   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.52291666666667   2.2833611111111116   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.90570833333334   2.0733055555555557   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.36283333333333   2.2266944444444445   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.34683333333334   2.3340833333333335   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.3985             2.280611111111111    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.36920833333335   2.3965               2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.41641666666666   2.504166666666667    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.38341666666668   2.193611111111111    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   149.98804166666667   2.2886111111111105   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.0765             2.2119166666666668   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.28491666666665   1.8651666666666669   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.56183333333334   2.329138888888889    2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.179125           2.0884444444444443   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00118.S   150.02908333333335   1.9996944444444447   2016-02-17     57435.0            uid://A001/X12f/Xd        uid://A001/X12f/Xe        uid://A002/X9630c0/Xfa5    26.25               
  2013.1.00884.S   150.0522416666667    2.3692694444444444   2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.21415833333333   2.4750166666666673   2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.1918             2.543911111111111    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.20532083333333   2.502925             2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.06467083333334   2.190977777777778    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.23550833333334   2.361763888888889    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.27214166666667   2.230097222222222    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.32689166666668   2.0941472222222224   2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.24777916666667   2.442152777777778    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.10370833333337   2.665775             2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.28562916666667   2.014588888888889    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.19262083333334   2.219847222222222    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   149.98157916666668   2.315008333333333    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   149.88252083333336   2.505133333333333    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.21075833333333   2.391472222222222    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.15217083333334   2.3078555555555558   2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.01057083333333   2.2693861111111118   2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.02007916666668   2.35365              2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.076              2.264291666666667    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.0155916666667    2.442163888888889    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.06345833333336   2.421922222222222    2016-02-20     57438.0            uid://A001/X122/X431      uid://A001/X122/X432      uid://A002/X987623/X31ad   18.340901017141245  
  2013.1.00884.S   150.01105            2.367663888888889    2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.18000833333335   2.2312833333333333   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.07460833333334   2.302063888888889    2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.22525833333333   2.3512222222222223   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.02725833333335   2.4347222222222222   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.03682083333334   2.2577750000000005   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.01069166666667   2.3329666666666666   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.06455            2.32905              2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.09154166666667   2.399077777777778    2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.34372083333332   2.1406666666666667   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.04262083333333   2.0632888888888887   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.05892083333333   2.0151777777777777   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.00252916666668   2.258627777777778    2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.102              2.105488888888889    2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   149.85469166666667   2.6069361111111116   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.21634166666666   1.9887361111111113   2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   149.87585833333333   2.690280555555555    2016-02-23     57441.0            uid://A001/X122/X435      uid://A001/X122/X436      uid://A002/X987623/X2d99   18.340901017141245  
  2013.1.00884.S   150.18655            2.4553305555555553   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.09652083333333   2.293086111111111    2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.11959166666668   2.295908333333333    2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.0329             2.4585944444444445   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.21907916666666   2.278663888888889    2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.23179166666668   2.3640055555555555   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.10475833333334   2.2436444444444446   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.03677916666666   2.3585194444444446   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.13304166666666   2.3032833333333333   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.01985            2.3491416666666667   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.37364166666666   2.112033333333333    2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.28482083333333   2.3950472222222223   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   149.95582916666666   2.028063888888889    2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   149.72072083333333   2.349013888888889    2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   149.99389166666666   2.301458333333333    2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00884.S   150.35357916666666   2.3421944444444445   2016-02-23     57441.0            uid://A001/X122/X439      uid://A001/X122/X43a      uid://A002/X985fa5/X2d8e   18.340901017141245  
  2013.1.00668.S   149.74625            2.0844444444444443   2016-02-23     57441.0            uid://A001/X11d/X43       uid://A001/X11d/X44       uid://A002/X954adc/X12dc   24.19493017090895   
  2013.1.00276.S   150.12672083333334   2.287447222222222    2016-03-09     57456.0            uid://A001/X12e/X1e5      uid://A001/X12e/X1e6      uid://A002/X987623/X22ed   21.66880320582123   
  2013.1.00151.S   150.12524166666665   2.0062055555555554   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.97614166666668   2.0745444444444447   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.03715833333334   2.087394444444445    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.99719166666668   2.0976               2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.3314416666667    2.1623694444444443   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.30045833333335   2.1641472222222222   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.35087916666666   2.19645              2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.90955            2.222202777777778    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.27834166666665   2.2588166666666667   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.29527083333335   2.2756777777777777   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.02139166666666   2.2886777777777776   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.0706916666667    2.3051222222222223   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.15220833333333   2.307816666666667    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.00322916666667   2.334222222222223    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.31325833333332   2.351722222222222    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.03260833333334   2.3607333333333327   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.14290833333334   2.4487527777777776   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.6739708333333    2.001686111111112    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.40912916666665   2.0495555555555556   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.53414999999998   2.07865              2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.89822083333334   2.163744444444444    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.77060000000003   2.250052777777778    2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.87857083333333   2.3338916666666667   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.53307083333334   2.3558944444444445   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.46645000000004   2.3594805555555554   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.7907             2.3678861111111114   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.8679             2.3885333333333327   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.8493791666667    2.433025             2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   149.65230833333337   2.4385083333333335   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.72035000000002   2.5441694444444445   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
  2013.1.00151.S   150.62939166666663   2.5503472222222228   2016-03-10     57457.0            uid://A001/X146/X5        uid://A001/X146/X6        uid://A002/X955e59/X1727   26.25               
