Project code,Source name,RA,Dec,Galactic longitude,Galactic latitude,Band,Spatial resolution,Frequency resolution,Array,Mosaic,Integration,Release date,Frequency support,Velocity resolution,Pol products,Observation date,PI name,SB name,Proposal authors,Line sensitivity (10 km/s),Continuum sensitivity,PWV,Group ous id,Member ous id,Asdm uid,Project title,Project type,Scan intent,Field of view,Largest angular scale,QA2 Status,Pub,Science keyword,Scientific category,ASA_PROJECT_CODE
2011.0.00097.S,COSMOSLowz_64,149.97157666627172,2.0731684935110213,236.8520692204685,41.92404957330019,7,0.50180247684136281,31250.0,12m,mosaic,70.56,2013-06-11,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.31414759054,XX YY,2012-04-22 01:53:02,"Scoville, Nick",COSMOSLowz_64,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",10.843755501306468,0.4134819627585202,0.7205127,,uid://A001/X74/X1d2,uid://A002/X3ddbb0/X2e3,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3416.229308767874,2.407481300001293,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_125,150.3623272144322,2.137561897989486,237.08730076577905,42.27919190999611,7,0.4682746086280537,31250.0,12m,mosaic,219.744,2013-06-11,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.31414759054,XX YY,2012-04-21 22:30:59,"Scoville, Nick",COSMOShighz_125highSB5,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",8.029932154561024,0.3075157848129549,1.3078749,,uid://A001/X74/X1e2,uid://A002/X3ddbb0/X54,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,2921.213150853073,2.0276967029559727,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_201,150.21976289661694,2.3294782213473013,236.7639861363384,42.274645150343005,7,0.54005611555415256,31250.0,12m,mosaic,219.744,2013-06-11,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.31414759054,XX YY,2012-04-21 02:07:53,"Scoville, Nick",COSMOShighz_201highSB4,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",6.1495156761185985,0.23448886948276562,0.8232746,,uid://A001/X74/X1e0,uid://A002/X3dc0e7/X6ce,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3733.9450226058752,2.374429496550264,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOSmedz_83,149.95730374437022,2.222286367902703,236.6772405359256,41.99896660123551,7,0.44113461308559837,31250.0,12m,mosaic,110.88,2013-06-11,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.31414759054,XX YY,2012-04-21 23:34:20,"Scoville, Nick",COSMOSmedz_medSB2,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",9.73636979103123,0.3720066052570722,1.191436,,uid://A001/X74/X1d6,uid://A002/X3ddbb0/Xc2,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3283.132990098674,1.915019602671022,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00964.S,AzTEC-3,150.08793750250462,2.5876805571215087,236.37727826745555,42.31696631529013,7,1.35561088319198,976.5625,12m,mosaic,927.407,2013-08-06,"[288.93..290.80GHz,976.56kHz, XX YY] U [290.76..292.63GHz,976.56kHz, XX YY] U [300.80..302.68GHz,976.56kHz, XX YY] U [302.68..304.55GHz,976.56kHz, XX YY]",986.6798440663767,XX YY,2012-04-23 03:47:05,"Riechers, Dominik",AzTEC-3-extended,"Scoville, Nick; Capak, Peter; Bertoldi, Frank; Yun, Min; Cox, Pierre; Yan, Lin; carilli, Chris; Smolcic, Vernesa; Schinnerer, Eva;",3.462156655369762,0.1355509695811504,1.912831,,uid://A001/X74/Xd2,uid://A002/X3e007f/X1f8,Clustered Massive Galaxy Formation around a z=5.3 Submillimeter Galaxy,S,TARGET,28.872948290727205,5.343981345693334,Y,1,,,2011.0.00964.S
2011.0.00064.S,AzTEC-3,150.08793750250464,2.5876805571215087,236.37727826745555,42.31696631529013,7,0.5078635770862312,976.5625,12m,mosaic,4830.243,2013-08-06,"[288.92..290.81GHz,976.56kHz, XX YY] U [290.76..292.64GHz,976.56kHz, XX YY] U [300.80..302.68GHz,976.56kHz, XX YY] U [302.67..304.56GHz,976.56kHz, XX YY]",986.6674172082038,XX YY,2012-04-11 01:00:07,"Riechers, Dominik",AzTEC-3-extended,"Scoville, Nick; Capak, Peter; Bertoldi, Frank; Yun, Min; Cox, Pierre; Yan, Lin; carilli, Chris; Smolcic, Vernesa; Schinnerer, Eva;",1.157103403235313,0.04491948176352661,1.0997306,,uid://A001/X74/Xd9,uid://A002/X3cb0a0/X56e,Clustered Massive Galaxy Formation around a z=5.3 Submillimeter Galaxy,S,TARGET,28.87317043822404,3.610952801919109,Y,2,"Starburst galaxies, Galaxy groups and clusters",Active galaxies,2011.0.00064.S
2011.0.00097.S,COSMOS_lowz_64,150.48426034529098,2.2763676727866295,237.03096993398094,42.45911837897196,7,0.4995675895196387,31250.0,12m,mosaic,70.56,2013-11-16,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-11-02 10:28:19,"Scoville, Nick",COSMOS_lowz_64-S2,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",6.954318655580354,0.26473099860382376,0.45383802,,uid://A001/X74/X1d4,uid://A002/X52f1e2/X7a9,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3163.4324632999487,2.279490810821912,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOS_medz_107,149.72443519121416,2.4164626490112893,236.28343332665364,41.921037728964755,7,0.50030297446673644,31250.0,12m,mosaic,133.056,2013-11-16,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-11-02 10:28:19,"Scoville, Nick",COSMOS_lowz_64-S2,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",5.066036278426347,0.19285035076306487,0.45383802,,uid://A001/X74/X1d4,uid://A002/X52f1e2/X7a9,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,2452.739142493948,2.2508985761627702,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_113,150.00345546126619,2.1187416188623094,236.82704723864845,41.97670597872495,7,0.51778791590739182,31250.0,12m,mosaic,219.744,2013-11-16,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-11-03 11:50:32,"Scoville, Nick",COSMOShighz_113highSB3,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",4.515968793458639,0.17190914957757628,0.5652062,,uid://A001/X74/X1de,uid://A002/X532128/X56a,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,2270.0686205659476,2.335273176236875,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOSmedz_102,150.41347705340468,2.1108147171978073,237.1575512564551,42.30530824796568,7,0.55103428396420606,31250.0,12m,mosaic,110.88,2013-11-16,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-11-02 09:05:58,"Scoville, Nick",COSMOSmedz_medSB3,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",5.54535640921064,0.21109474212682044,0.5060212,,uid://A001/X74/X1d8,uid://A002/X52f1e2/X6cd,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,2294.104036027948,2.594234828407948,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_138,149.56051691766265,2.3513343692009525,236.2282708474299,41.74950117515056,7,0.50969472324807963,31250.0,12m,mosaic,219.744,2013-11-21,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-10-22 10:32:09,"Scoville, Nick",COSMOShighz_138highSB1,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",4.508992795068294,0.1719338748821977,0.74513733,,uid://A001/X74/X1da,uid://A002/X51ac2a/Xb0f,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3677.176761235947,2.5510130363481305,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_141,149.80444458700632,2.384311960333476,236.38051884206993,41.967861805026224,7,0.49718137571014598,31250.0,12m,mosaic,219.744,2013-11-21,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-10-20 12:12:10,"Scoville, Nick",COSMOShighz_141highSB2,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",4.308644521311518,0.16401831992943883,0.61797196,,uid://A001/X74/X1dc,uid://A002/X517008/X617,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3016.1773300099485,2.607487967795972,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_202,150.55626118221815,2.013110240196542,237.37653775986885,42.3635476080276,7,0.60440459747936648,31250.0,12m,mosaic,219.744,2013-11-21,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-10-20 09:31:44,"Scoville, Nick",COSMOShighz_202highSB6,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",4.304690123765107,0.16386587502099476,0.62689185,,uid://A002/X303d22/X6,uid://A002/X517008/X438,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3489.117022189949,3.178899158124021,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00539.S,COS01-1,150.43483333333333,2.9523944444444443,236.2429617018779,42.81020560575784,7,0.5934400962202806,31250.0,12m,,362.88,2013-12-03,"[334.99..336.99GHz,31250.00kHz, XX YY] U [336.93..338.93GHz,31250.00kHz, XX YY] U [346.99..348.99GHz,31250.00kHz, XX YY] U [348.99..350.99GHz,31250.00kHz, XX YY]",27316.369605063515,XX YY,2012-11-05 12:14:13,"Riechers, Dominik",COS01,"Chapman, Scott; Conley, Alexander; Omont, Alain; Burgarella, Denis; Dunlop, James; Gavazzi, Raphael; Glenn, Jason; Magdis, Georgios; De Bernardis, Francesco; Ivison, Rob; Wardlow, Julie; Oliver, Sebastian; Cooray, Asantha; Rigopoulou, Dimitra; Casey, Caitlin; Vieira, Joaquin; Bridge, Carrie; Clements, David; Bock, James; Perez-Fournon, Ismael;",3.4974529455264456,0.13388385441377385,0.6984607,,uid://A002/X391d0b/X171,uid://A002/X535168/Xa18,Lensing Properties of the Brightest Herschel-Selected Submillimeter Galaxies,S,TARGET,18.367634769786847,2.8061482489217773,Y,3,"Starburst galaxies, Sub-mm Galaxies (SMG)",Active galaxies,2011.0.00539.S
2011.0.00539.S,COS01-2,150.23775,2.3361944444444442,236.77174347694927,42.29374829109917,7,0.59100781070256814,31250.0,12m,,362.88,2013-12-03,"[334.99..336.99GHz,31250.00kHz, XX YY] U [336.93..338.93GHz,31250.00kHz, XX YY] U [346.99..348.99GHz,31250.00kHz, XX YY] U [348.99..350.99GHz,31250.00kHz, XX YY]",27316.369605063515,XX YY,2012-11-05 12:14:13,"Riechers, Dominik",COS01,"Chapman, Scott; Conley, Alexander; Omont, Alain; Burgarella, Denis; Dunlop, James; Gavazzi, Raphael; Glenn, Jason; Magdis, Georgios; De Bernardis, Francesco; Ivison, Rob; Wardlow, Julie; Oliver, Sebastian; Cooray, Asantha; Rigopoulou, Dimitra; Casey, Caitlin; Vieira, Joaquin; Bridge, Carrie; Clements, David; Bock, James; Perez-Fournon, Ismael;",3.4908778330877195,0.1336236858870458,0.6984607,,uid://A002/X391d0b/X171,uid://A002/X535168/Xa18,Lensing Properties of the Brightest Herschel-Selected Submillimeter Galaxies,S,TARGET,18.367634769786847,2.794646913252216,Y,3,"Starburst galaxies, Sub-mm Galaxies (SMG)",Active galaxies,2011.0.00539.S
2011.0.00742.S,SDSS J100038.01+020822.4,150.158092,2.1395555555555554,236.9254891048996,42.11477292997249,9,0.27910633776280713,31250.0,12m,,1512,2014-02-11,"[667.84..669.84GHz,31250.00kHz, XX YY] U [669.61..671.61GHz,31250.00kHz, XX YY] U [671.42..673.42GHz,31250.00kHz, XX YY] U [673.22..675.22GHz,31250.00kHz, XX YY]",13951.250845285074,XX YY,2012-12-01 09:46:02,"Stacey, Gordon",SDSS J100038.01+020822.4,"Ferkinhoff, Carl; Nikola, Thomas; Falgarone, Edith; Sheth, Kartik; Brisbin, Drew; Hailey-Dunsheath, Steven;",12.328129119755607,0.6614743209526197,0.58592117,,uid://A001/X74/X1c6,uid://A002/X569422/X50d,ALMA Imaging of the Star Formation Process at the Historic Peak,S,TARGET,9.381545530141459,1.259336594901698,Y,0,"Starburst galaxies, High-z Active Galactic Nuclei (AGN)",Active galaxies,2011.0.00742.S
2011.0.00064.S,AzTEC-3,150.08793750250462,2.5876805571215087,236.37727826745555,42.31696631529013,7,0.63578317295100517,976.5625,12m,mosaic,1893.385,2014-02-20,"[288.96..290.84GHz,976.56kHz, XX YY] U [290.79..292.66GHz,976.56kHz, XX YY] U [300.84..302.71GHz,976.56kHz, XX YY] U [302.71..304.59GHz,976.56kHz, XX YY]",986.5753165450709,XX YY,2012-11-17 13:12:45,"Riechers, Dominik",AzTEC-3-compact,"Scoville, Nick; Capak, Peter; Bertoldi, Frank; Yun, Min; Cox, Pierre; Yan, Lin; carilli, Chris; Smolcic, Vernesa; Schinnerer, Eva;",1.1872269652979843,0.04667690245669442,0.70931906,,uid://A001/X74/Xd7,uid://A002/X55186e/X64,Clustered Massive Galaxy Formation around a z=5.3 Submillimeter Galaxy,S,TARGET,28.870530846757465,5.531565551209156,Y,2,"Starburst galaxies, Galaxy groups and clusters",Active galaxies,2011.0.00064.S
2012.1.00323.S,113083,150.200089,2.0186510000000024,237.09090176549205,42.078516105362205,3,1.7804364534598962,976.5625,12m,,90.72,2015-01-13,"[105.07..106.94GHz,976.56kHz, XX YY]",2761.7988550006653,XX YY,2013-12-29 09:21:47,"Popping, Gergö",B3_ISM_CO2-1,"Caputi, Karina; Spaans, Marco; Trager, Scott; Somerville, Rachel; Perez-Beaupuits, Juan-Pablo;",5.7607175123687435,0.25008040640147194,5.890106,uid://A002/X67ccb6/Xf,uid://A002/X67ccb6/X10,uid://A002/X7776f1/X1ba9,The nature of the ISM in galaxies during the star-formation activity peak of the Universe v2,S,TARGET WVR,59.430837227333754,9.21847011790534,Y,2,Galaxy structure & evolution,Galaxy evolution,2012.1.00323.S
2012.1.00323.S,1374240,150.760406,1.70192,237.88073803019734,42.34632655909076,3,1.7677384152019255,976.5625,12m,,90.72,2015-01-13,"[105.07..106.94GHz,976.56kHz, XX YY]",2761.7988550006653,XX YY,2013-12-29 09:21:47,"Popping, Gergö",B3_ISM_CO2-1,"Caputi, Karina; Spaans, Marco; Trager, Scott; Somerville, Rachel; Perez-Beaupuits, Juan-Pablo;",5.756390136784588,0.24989254927388085,5.890106,uid://A002/X67ccb6/Xf,uid://A002/X67ccb6/X10,uid://A002/X7776f1/X1ba9,The nature of the ISM in galaxies during the star-formation activity peak of the Universe v2,S,TARGET WVR,59.430837227333754,9.152724167798755,Y,2,Galaxy structure & evolution,Galaxy evolution,2012.1.00323.S
2012.1.00919.S,GALEX0959+0151,149.91791666666668,1.855833333333333,237.0478505187316,41.754458198264196,3,2.317592331974736,488.28125,12m,,514.08,2015-01-28,"[89.70..91.70GHz,31250.00kHz, XX YY] U [91.71..92.65GHz,488.28kHz, XX YY]",1588.2346406083693,XX YY,2013-12-29 09:58:41,"Kakazu, Yuko",GALEX0959+0151_92_12m_C32-2,"Scoville, Nick; Capak, Peter; Wang, Wei-Hao; Nagao, Tohru; Sheth, Kartik;",2.3994395077448454,0.07746856979567011,5.7570124,uid://A002/X609170/X27,uid://A002/X609170/X28,uid://A002/X7776f1/X1cc7,Probing molecular gas in low-z analogs of primordial galaxies,S,TARGET WVR,69.09612767120838,11.999673235333978,Y,0,"Low-mass star formation, Astrochemistry",ISM and star formation,2012.1.00919.S
2012.1.00076.S,ID209,149.7937,2.105028888888889,236.67915866283192,41.79817330146168,6,1.0370761296902442,31250.0,12m,,2812.32,2015-02-05,"[213.34..215.34GHz,31250.00kHz, XX YY] U [216.33..218.33GHz,31250.00kHz, XX YY] U [229.53..231.53GHz,31250.00kHz, XX YY] U [231.33..233.33GHz,31250.00kHz, XX YY]",41836.34772671548,XX YY,2014-01-01 05:36:29,"Scott, Kimberly",Multi-sourceID209_232_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",0.9114963458153957,0.027974331936193916,2.4934444,uid://A002/X5ce05d/X50,uid://A002/X5ce05d/X51,uid://A002/X77da97/X122d,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,28.208784210604026,5.100188603511923,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID247,149.72145,2.6050180555555555,236.0741825564403,42.02734893547202,6,1.0411410861361217,31250.0,12m,,2812.32,2015-02-05,"[213.34..215.34GHz,31250.00kHz, XX YY] U [216.33..218.33GHz,31250.00kHz, XX YY] U [229.53..231.53GHz,31250.00kHz, XX YY] U [231.33..233.33GHz,31250.00kHz, XX YY]",41836.34772671548,XX YY,2014-01-01 05:36:29,"Scott, Kimberly",Multi-sourceID209_232_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",0.9127197050514457,0.028013334487181338,2.4934444,uid://A002/X5ce05d/X50,uid://A002/X5ce05d/X51,uid://A002/X77da97/X122d,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,28.208784210604026,5.124128191907828,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID107,150.41289166666667,2.279095,236.9721522464506,42.40305210370884,6,1.0469253430419951,31250.0,12m,,544.32,2015-02-11,"[245.13..247.13GHz,31250.00kHz, XX YY] U [246.93..248.93GHz,31250.00kHz, XX YY] U [260.39..262.39GHz,31250.00kHz, XX YY] U [263.13..265.13GHz,31250.00kHz, XX YY]",36788.00761778959,XX YY,2014-01-11 06:27:45,"Scott, Kimberly",Multi-sourceID177_264_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",2.27770081684231,0.07639938541398923,2.5745943,uid://A002/X5ce05d/X44,uid://A002/X5ce05d/X45,uid://A002/X78774a/Xb17,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,24.693079391671574,4.763712891702696,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID112,150.0221416666667,2.026533888888889,236.94292496972741,41.93852250245513,6,1.0452591471058184,31250.0,12m,,544.32,2015-02-11,"[245.13..247.13GHz,31250.00kHz, XX YY] U [246.93..248.93GHz,31250.00kHz, XX YY] U [260.39..262.39GHz,31250.00kHz, XX YY] U [263.13..265.13GHz,31250.00kHz, XX YY]",36788.00761778959,XX YY,2014-01-11 06:27:45,"Scott, Kimberly",Multi-sourceID177_264_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",2.2759466702892244,0.07633581588401299,2.5745943,uid://A002/X5ce05d/X44,uid://A002/X5ce05d/X45,uid://A002/X78774a/Xb17,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,24.693079391671574,4.756131377782892,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID117,150.15142916666667,1.9359869444444446,237.14313102069184,41.99080390788796,6,1.0443189772652235,31250.0,12m,,544.32,2015-02-11,"[245.13..247.13GHz,31250.00kHz, XX YY] U [246.93..248.93GHz,31250.00kHz, XX YY] U [260.39..262.39GHz,31250.00kHz, XX YY] U [263.13..265.13GHz,31250.00kHz, XX YY]",36788.00761778959,XX YY,2014-01-11 06:27:45,"Scott, Kimberly",Multi-sourceID177_264_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",2.2753236423453362,0.07631323796295694,2.5745943,uid://A002/X5ce05d/X44,uid://A002/X5ce05d/X45,uid://A002/X78774a/Xb17,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,24.693079391671574,4.751853423084595,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID158,150.59732083333333,2.4451980555555557,236.93415646865913,42.6495525105744,6,0.80867006314920387,31250.0,12m,,483.84,2015-02-11,"[233.06..235.06GHz,31250.00kHz, XX YY] U [234.48..236.49GHz,31250.00kHz, XX YY] U [249.25..251.26GHz,31250.00kHz, XX YY] U [251.05..253.06GHz,31250.00kHz, XX YY]",38574.08862426897,XX YY,2013-12-26 05:49:04,"Scott, Kimberly",Multi-sourceID192_252_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",3.0496046674358444,0.09869072318561445,3.8555725,uid://A002/X5ce05d/X48,uid://A002/X5ce05d/X49,uid://A002/X773c52/X2b1,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,25.920048209946096,5.542647904137531,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID163,150.41145833333334,2.3574580555555555,236.88463847308412,42.447434406449695,6,0.80669997004169447,31250.0,12m,,483.84,2015-02-11,"[233.06..235.06GHz,31250.00kHz, XX YY] U [234.48..236.49GHz,31250.00kHz, XX YY] U [249.25..251.26GHz,31250.00kHz, XX YY] U [251.05..253.06GHz,31250.00kHz, XX YY]",38574.08862426897,XX YY,2013-12-26 05:49:04,"Scott, Kimberly",Multi-sourceID192_252_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",3.0484678625789394,0.0986537580697005,3.8555725,uid://A002/X5ce05d/X48,uid://A002/X5ce05d/X49,uid://A002/X773c52/X2b1,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,25.920048209946096,5.546973460821823,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID177,150.14837083333333,1.7507311111111112,237.34281761021384,41.880065345805605,6,1.0427600356543971,31250.0,12m,,544.32,2015-02-11,"[245.13..247.13GHz,31250.00kHz, XX YY] U [246.93..248.93GHz,31250.00kHz, XX YY] U [260.39..262.39GHz,31250.00kHz, XX YY] U [263.13..265.13GHz,31250.00kHz, XX YY]",36788.00761778959,XX YY,2014-01-11 06:27:45,"Scott, Kimberly",Multi-sourceID177_264_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",2.274058522452753,0.076267391821929,2.5745943,uid://A002/X5ce05d/X44,uid://A002/X5ce05d/X45,uid://A002/X78774a/Xb17,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,24.693079391671574,4.744759937098931,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
