#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2                       OBS_DATE     image_file
# 
    2013.1.00034.S    3    3    1       highz_cell10_284164     0.0637917      0.526047      0.438554      -25.4996       1223.52   150.5189171     2.6097081   150.5189275     2.6096976    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:34:01.199999     2013.1.00034.S_SB3_GB3_MB1_highz_cell10_284164_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1       highz_cell10_291012     0.0644706      0.528327      0.437812      -26.3938       1223.52   149.6268462     2.6344858   149.6268567     2.6344754    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:34:51.120000     2013.1.00034.S_SB3_GB3_MB1_highz_cell10_291012_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1       highz_cell11_263925     0.0649344      0.526099       0.43818       -25.588       1223.52   149.9141212     2.5399081   149.9141317     2.5398976    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:33:11.280000     2013.1.00034.S_SB3_GB3_MB1_highz_cell11_263925_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell1_249399     0.0618444      0.524419      0.438763      -24.8836       1223.52   150.1372962     2.4901969   150.1373067     2.4901865    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:30:27.120000     2013.1.00034.S_SB3_GB3_MB1_highz_cell1_249399_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell2_246794     0.0639767        0.5236      0.437766      -25.0975       1223.52   149.9129546     2.4806469   149.9129650     2.4806365    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:29:37.200000     2013.1.00034.S_SB3_GB3_MB1_highz_cell2_246794_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell2_260291     0.0611048       0.52647       0.43828       -25.769       1223.52   149.6396879     2.5281581   149.6396983     2.5281476    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:31:17.040000     2013.1.00034.S_SB3_GB3_MB1_highz_cell2_260291_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell2_291447     0.0629046      0.526976      0.438316      -25.8739       1223.52   150.4656546     2.6360664   150.4656650     2.6360560    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:35:41.040000     2013.1.00034.S_SB3_GB3_MB1_highz_cell2_291447_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell2_293995     0.0624288      0.528939      0.437799      -26.6307       1223.52   149.6711046     2.6451358   149.6711150     2.6451254    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:36:30.960000     2013.1.00034.S_SB3_GB3_MB1_highz_cell2_293995_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell2_324794     0.0630249      0.530911      0.437452      -27.2007       1223.52   150.2581462     2.7590164   150.2581567     2.7590060    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:42:35.375999     2013.1.00034.S_SB3_GB3_MB1_highz_cell2_324794_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell3_218291     0.0631671      0.520715      0.440238      -23.3602       1223.52   150.5795046     2.3850164   150.5795150     2.3850060    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:25:27.600000     2013.1.00034.S_SB3_GB3_MB1_highz_cell3_218291_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell3_331108     0.0631291      0.529809      0.437606      -26.6382       1223.52   150.4637046     2.7858858   150.4637150     2.7858754    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:39:00.720000     2013.1.00034.S_SB3_GB3_MB1_highz_cell3_331108_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell4_218302     0.0640774      0.520969      0.440004      -23.4484       1223.52   150.6641671     2.3849858   150.6641775     2.3849754    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:26:17.520001     2013.1.00034.S_SB3_GB3_MB1_highz_cell4_218302_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell4_301301     0.0646029      0.528181      0.437807      -26.3337       1223.52   150.4010546     2.6706775   150.4010650     2.6706671    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:37:20.879999     2013.1.00034.S_SB3_GB3_MB1_highz_cell4_301301_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell4_330185     0.0617119       0.53058      0.436973      -27.5727       1223.52   149.9827254     2.7820775   149.9827358     2.7820671    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:43:25.296000     2013.1.00034.S_SB3_GB3_MB1_highz_cell4_330185_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell5_322646     0.0616567      0.531008      0.437543      -26.8996       1223.52   150.2066671     2.7500775   150.2066775     2.7500671    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:41:45.456001     2013.1.00034.S_SB3_GB3_MB1_highz_cell5_322646_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell6_227478     0.0629751      0.522601      0.439443      -24.1727       1223.52   150.6180962     2.4158358   150.6181067     2.4158254    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:28:47.280000     2013.1.00034.S_SB3_GB3_MB1_highz_cell6_227478_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell6_304229      0.064806      0.530335      0.436844      -27.4623       1223.52   149.3837171     2.6800469   149.3837275     2.6800365    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:38:10.800000     2013.1.00034.S_SB3_GB3_MB1_highz_cell6_304229_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell7_219362     0.0632404      0.521439      0.439833      -23.6755       1223.52   150.6325546     2.3884969   150.6325650     2.3884865    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:27:07.439999     2013.1.00034.S_SB3_GB3_MB1_highz_cell7_219362_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1           hz_cell5_302528     0.0642587      0.528946      0.437634      -26.6737       1223.52   150.5855046     2.6746969   150.5855150     2.6746865    41.925    41.925       560       560   0.07487   0.07487     2014-07-06T19:40:55.536000     2013.1.00034.S_SB3_GB3_MB1_hz_cell5_302528_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00092.S    1    1    1          KMOS3D_COS3_5587     0.0241306        1.4522      0.985194      -50.4134       2929.55   150.1824962     2.2348581   150.1825185     2.2348358   100.640   100.640       630       630   0.15975   0.15975     2014-07-20T20:09:01.439999     2013.1.00092.S_SB1_GB1_MB1_KMOS3D_COS3_5587_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00092.S    2    1    1             CosDeep400528     0.0179106        1.3752      0.824585      -69.1274       3323.64   149.9482879     1.7386247   149.9483060     1.7386067   109.070   109.070       840       840   0.12984   0.12984     2014-08-16T19:17:31.680000     2013.1.00092.S_SB2_GB1_MB1_CosDeep400528_sci.spw2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC100      0.106005       1.52073      0.931182       80.2077       1249.22   149.8271629     2.1766081   149.8271852     2.1765858    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:20:14.736000     2013.1.00118.S_SB1_GB1_MB1_AzTECC100_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC101      0.112745       1.52941      0.927469       79.9271       1249.22   149.9399129     2.5051358   149.9399352     2.5051136    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:20:37.488000     2013.1.00118.S_SB1_GB1_MB1_AzTECC101_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC102      0.107638        1.5199      0.932848       80.4883       1249.22   149.9532046     2.5323581   149.9532268     2.5323358    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:21:00.240000     2013.1.00118.S_SB1_GB1_MB1_AzTECC102_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC103      0.113031       1.52562      0.923866       79.6535       1249.22   150.3517879     1.9375247   150.3518102     1.9375025    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:21:22.992001     2013.1.00118.S_SB1_GB1_MB1_AzTECC103_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC104      0.114958       1.52125      0.929236       80.4558       1249.22   149.9197463     1.8925247   149.9197685     1.8925025    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:22:03.840000     2013.1.00118.S_SB1_GB1_MB1_AzTECC104_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC105      0.112993       1.51754      0.932907       80.4985       1249.22   149.6879546     2.2450247   149.6879768     2.2450025    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:22:26.592000     2013.1.00118.S_SB1_GB1_MB1_AzTECC105_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC106      0.115933        1.5244      0.931666       80.5246       1249.22   150.0272462     2.6440525   150.0272685     2.6440303    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:22:49.344000     2013.1.00118.S_SB1_GB1_MB1_AzTECC106_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC107      0.107741       1.51846      0.931181       80.7467       1249.22   149.9148296     2.3773025   149.9148518     2.3772803    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:23:12.096000     2013.1.00118.S_SB1_GB1_MB1_AzTECC107_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC108      0.108776       1.52018      0.931048       79.7822       1249.22   150.3168712     2.6039692   150.3168935     2.6039469    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:23:34.848001     2013.1.00118.S_SB1_GB1_MB1_AzTECC108_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC109      0.108796       1.51789      0.932766       80.5224       1249.22   150.2984546     2.4773025   150.2984768     2.4772803    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:25:28.224000     2013.1.00118.S_SB1_GB1_MB1_AzTECC109_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC10      0.109242       1.61742       0.90682       72.7067       1249.22   150.0556629     2.5742192   150.0556852     2.5741969    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:38:11.808000     2013.1.00118.S_SB1_GB1_MB1_AzTECC10_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC110      0.112568        1.5188      0.927638       80.8871       1249.22   150.2856629     2.0082469   150.2856852     2.0082247    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:25:50.976000     2013.1.00118.S_SB1_GB1_MB1_AzTECC110_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC111      0.104282        1.5219      0.931472       80.3683       1249.22   149.8734129     2.2115525   149.8734352     2.2115303    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:26:13.728000     2013.1.00118.S_SB1_GB1_MB1_AzTECC111_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC112      0.111087       1.51965      0.930851       81.3429       1249.22   150.0455796     1.8859136   150.0456018     1.8858914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:26:36.480001     2013.1.00118.S_SB1_GB1_MB1_AzTECC112_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC113      0.115729       1.52167      0.929282       81.3158       1249.22   149.8123296     2.4993581   149.8123518     2.4993358    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:26:59.232000     2013.1.00118.S_SB1_GB1_MB1_AzTECC113_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC114      0.108633       1.51445      0.932519       81.2429       1249.22   150.1002462     2.3334969   150.1002685     2.3334747    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:27:21.984000     2013.1.00118.S_SB1_GB1_MB1_AzTECC114_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC115      0.107836       1.51613      0.930998       81.4877       1249.22   150.0618296     2.0923581   150.0618518     2.0923358    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:27:44.736000     2013.1.00118.S_SB1_GB1_MB1_AzTECC115_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC116      0.113443       1.51351      0.932667       81.3763       1249.22   150.2901212     2.0634136   150.2901435     2.0633914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:28:07.487999     2013.1.00118.S_SB1_GB1_MB1_AzTECC116_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC117      0.109321       1.52366      0.931123       81.1685       1249.22   149.8580379     2.3384136   149.8580602     2.3383914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:28:30.240000     2013.1.00118.S_SB1_GB1_MB1_AzTECC117_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC118      0.111667       1.51282      0.931598       81.5855       1249.22   149.9978713     2.1091914   149.9978935     2.1091692    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:28:52.991998     2013.1.00118.S_SB1_GB1_MB1_AzTECC118_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC119      0.111678       1.51202      0.932297       81.8443       1249.22   149.8139129     2.1300803   149.8139352     2.1300581    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:29:15.743999     2013.1.00118.S_SB1_GB1_MB1_AzTECC119_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC11      0.111605       1.63284      0.899819        72.442       1249.22   150.4219963     2.0658581   150.4220185     2.0658358    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:38:34.560001     2013.1.00118.S_SB1_GB1_MB1_AzTECC11_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC120      0.109584       1.52317       0.93105       81.1949       1249.22   150.2724129     2.0373858   150.2724352     2.0373636    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:29:38.496000     2013.1.00118.S_SB1_GB1_MB1_AzTECC120_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC121      0.105544       1.51254       0.93112       81.4776       1249.22   149.9688713     2.1544136   149.9688935     2.1543914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:30:01.248000     2013.1.00118.S_SB1_GB1_MB1_AzTECC121_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC122      0.111436       1.52113      0.931468       81.2079       1249.22   150.5036629     2.2799969   150.5036852     2.2799747    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:30:38.976000     2013.1.00118.S_SB1_GB1_MB1_AzTECC122_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC123      0.113834       1.52159      0.926781       81.8473       1249.22   150.0942463     1.8626081   150.0942685     1.8625858    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:31:01.728000     2013.1.00118.S_SB1_GB1_MB1_AzTECC123_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC124      0.110438       1.52487      0.931232       81.7711       1249.22   149.9429962     2.5983303   149.9430185     2.5983081    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:31:24.480001     2013.1.00118.S_SB1_GB1_MB1_AzTECC124_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC125       0.10248        1.5123       0.93729       82.4339       1249.22   149.8355796     2.4482747   149.8356018     2.4482525    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:31:47.232000     2013.1.00118.S_SB1_GB1_MB1_AzTECC125_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC126      0.104768       1.51466      0.934018       81.7494       1249.22   150.4978296     2.3776081   150.4978518     2.3775858    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:32:09.984000     2013.1.00118.S_SB1_GB1_MB1_AzTECC126_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC127      0.110167       1.51082      0.937258       82.1649       1249.22   150.3560796     2.5900803   150.3561018     2.5900581    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:33:34.896000     2013.1.00118.S_SB1_GB1_MB1_AzTECC127_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC128      0.109416       1.52014      0.927705       82.5957       1249.22   150.0116629     1.8550803   150.0116852     1.8550581    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:33:57.648000     2013.1.00118.S_SB1_GB1_MB1_AzTECC128_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                 AzTECC129      0.107647       1.51334      0.932567        82.255       1249.22   150.3759546     2.0382192   150.3759768     2.0381969    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T08:34:20.399999     2013.1.00118.S_SB1_GB1_MB1_AzTECC129_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC12      0.108893       1.61756      0.904466       72.8115       1249.22   150.4036213     2.1841636   150.4036435     2.1841414    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:38:57.312000     2013.1.00118.S_SB1_GB1_MB1_AzTECC12_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC13      0.108417       1.61281      0.906336       73.1311       1249.22   149.6579546     2.2356358   149.6579768     2.2356136    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:39:20.064000     2013.1.00118.S_SB1_GB1_MB1_AzTECC13_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC14      0.112186       1.61166      0.907745       72.9089       1249.22   149.9889546     2.4589136   149.9889768     2.4588914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:39:57.072000     2013.1.00118.S_SB1_GB1_MB1_AzTECC14_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC15      0.115276        1.6095      0.904468       73.0269       1249.22   150.3819546     2.4191636   150.3819768     2.4191414    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:40:19.823999     2013.1.00118.S_SB1_GB1_MB1_AzTECC15_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC16      0.113568       1.61083      0.899911       73.3243       1249.22   149.7254546     2.2806914   149.7254768     2.2806692    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:40:42.576000     2013.1.00118.S_SB1_GB1_MB1_AzTECC16_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC17      0.108089       1.61698      0.905667       73.0498       1249.22   150.2299546     2.5757747   150.2299768     2.5757525    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:41:05.327999     2013.1.00118.S_SB1_GB1_MB1_AzTECC17_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC18      0.111133       1.60172      0.909052       73.0627       1249.22   150.1466212     2.7323581   150.1466435     2.7323358    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:41:28.080000     2013.1.00118.S_SB1_GB1_MB1_AzTECC18_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC19      0.114369       1.59957      0.900297       73.3942       1249.22   149.9584129     1.8899969   149.9584352     1.8899747    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:43:01.872000     2013.1.00118.S_SB1_GB1_MB1_AzTECC19_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                   AzTECC1      0.121923       1.63394      0.900406       72.0401       1249.22   150.4237463     2.4532469   150.4237685     2.4532247    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:34:47.040000     2013.1.00118.S_SB1_GB1_MB1_AzTECC1_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC20      0.116705       1.60523       0.91111        73.608       1249.22   150.3102463     2.4506914   150.3102685     2.4506692    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:43:24.624001     2013.1.00118.S_SB1_GB1_MB1_AzTECC20_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC21      0.108952       1.59692      0.912517       73.5913       1249.22   149.8397879     2.3759692   149.8398102     2.3759469    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:43:47.376000     2013.1.00118.S_SB1_GB1_MB1_AzTECC21_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC22      0.108972       1.60753      0.906318       73.0809       1249.22   150.0381629     2.6700247   150.0381852     2.6700025    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:44:10.128001     2013.1.00118.S_SB1_GB1_MB1_AzTECC22_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC23      0.104998       1.60482      0.905965       73.1917       1249.22   150.4277046     2.3091914   150.4277268     2.3091692    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:44:32.880000     2013.1.00118.S_SB1_GB1_MB1_AzTECC23_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC24      0.112684       1.60255       0.91059       73.6859       1249.22   150.0433713     2.3724692   150.0433935     2.3724469    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:44:55.632000     2013.1.00118.S_SB1_GB1_MB1_AzTECC24_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC25      0.112447       1.61437      0.901029       74.4138       1249.22   150.3417463     1.9484136   150.3417685     1.9483914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:45:18.384000     2013.1.00118.S_SB1_GB1_MB1_AzTECC25_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC26      0.113513        1.5974      0.909904       73.4336       1249.22   150.3844546     2.5373303   150.3844768     2.5373081    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:45:41.136000     2013.1.00118.S_SB1_GB1_MB1_AzTECC26_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC27      0.102533       1.59189      0.906142       73.8858       1249.22   149.9048296     2.1156914   149.9048518     2.1156692    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:46:03.888001     2013.1.00118.S_SB1_GB1_MB1_AzTECC27_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC28      0.109524       1.58425      0.913457       74.4262       1249.22   149.7056213     2.2148581   149.7056435     2.2148358    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:46:26.640000     2013.1.00118.S_SB1_GB1_MB1_AzTECC28_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC29      0.118959       1.58156      0.904734        74.147       1249.22   149.8265796     2.0183025   149.8266018     2.0182803    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:46:49.392000     2013.1.00118.S_SB1_GB1_MB1_AzTECC29_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                   AzTECC2      0.106899       1.63312       0.90609       72.2305       1249.22   149.9966629     2.5806358   149.9966852     2.5806136    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:35:09.791999     2013.1.00118.S_SB1_GB1_MB1_AzTECC2_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC30       0.10769       1.58844      0.911691       74.0457       1249.22   150.1047879     2.4339414   150.1048102     2.4339192    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:47:12.144000     2013.1.00118.S_SB1_GB1_MB1_AzTECC30_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC31      0.111485       1.58759      0.907109       73.5168       1249.22   150.4476212     2.4155247   150.4476435     2.4155025    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:47:34.895999     2013.1.00118.S_SB1_GB1_MB1_AzTECC31_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC32      0.109523       1.58766      0.907328       74.3702       1249.22   150.0539962     2.0233581   150.0540185     2.0233358    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:48:11.904000     2013.1.00118.S_SB1_GB1_MB1_AzTECC32_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC33      0.105029        1.5821      0.912931       74.0688       1249.22   150.1117463     2.5256636   150.1117685     2.5256414    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:48:34.656000     2013.1.00118.S_SB1_GB1_MB1_AzTECC33_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC34      0.113114       1.58108      0.912684       74.1707       1249.22   150.0323713     2.1976636   150.0323935     2.1976414    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:48:57.408000     2013.1.00118.S_SB1_GB1_MB1_AzTECC34_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC35      0.110702       1.57835      0.911945       74.4246       1249.22   150.0348713     2.3400803   150.0348935     2.3400581    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:49:20.160000     2013.1.00118.S_SB1_GB1_MB1_AzTECC35_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC36      0.114116       1.56841      0.906358       74.3674       1249.22   149.6678712     2.0874136   149.6678935     2.0873914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:49:42.912000     2013.1.00118.S_SB1_GB1_MB1_AzTECC36_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC37      0.108702       1.58512      0.907661       73.8329       1249.22   150.3409129     2.5225803   150.3409352     2.5225581    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:51:38.304000     2013.1.00118.S_SB1_GB1_MB1_AzTECC37_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC38      0.108429       1.57232      0.911064       74.6354       1249.22   150.0982462     2.3633858   150.0982685     2.3633636    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:52:01.056001     2013.1.00118.S_SB1_GB1_MB1_AzTECC38_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00118.S    1    1    1                  AzTECC39      0.110436       1.58998      0.909546       74.5221       1249.22   150.3618296     2.0009136   150.3618518     2.0008914    43.040    43.040       270       270   0.15941   0.15941     2014-12-09T07:52:23.808000     2013.1.00118.S_SB1_GB1_MB1_AzTECC39_sci.spw0_1_2_3.cont.I.image.fits
