#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2                       OBS_DATE     image_file
# 
    2015.1.00137.S    2    1    1                     z35_8      0.062865        1.3587       1.14532       77.2415       1249.19   149.5825700     2.6028200   149.5825936     2.6027964    42.330    42.330       250       250   0.16932   0.16932     2016-01-10T05:46:44.112000     2015.1.00137.S_SB2_GB1_MB1_z35_8_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    2    1    1                     z35_9     0.0623943       1.36338       1.14248         76.92       1249.19   150.5079300     2.2021200   150.5079536     2.2020964    42.330    42.330       250       250   0.16932   0.16932     2016-01-10T05:47:21.936000     2015.1.00137.S_SB2_GB1_MB1_z35_9_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                   z12_100      0.140944       1.04945       0.47728       -65.815       872.697   149.7328600     2.4823100   149.7328717     2.4822983    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:43:50.400000     2015.1.00137.S_SB3_GB1_MB1_z12_100_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_51      0.133798      0.864264      0.490228       -65.117         872.7   150.6164700     2.1678800   150.6164817     2.1678683    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:09:32.831999     2015.1.00137.S_SB3_GB1_MB1_z12_51_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_52      0.129785      0.869931      0.490261      -65.1668         872.7   150.6090700     2.2075500   150.6090817     2.2075383    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:10:04.608000     2015.1.00137.S_SB3_GB1_MB1_z12_52_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_53      0.132165      0.880103      0.489574      -65.6275       872.697   149.7900700     1.7118200   149.7900817     1.7118083    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:10:36.384000     2015.1.00137.S_SB3_GB1_MB1_z12_53_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_54      0.148736      0.881903       0.49019      -65.2834       872.697   149.9710700     2.3882600   149.9710817     2.3882483    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:11:08.160000     2015.1.00137.S_SB3_GB1_MB1_z12_54_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_55      0.128628      0.885461      0.490316      -65.2429       872.697   150.0367000     2.2709800   150.0367117     2.2709683    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:11:39.936000     2015.1.00137.S_SB3_GB1_MB1_z12_55_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_56      0.135995      0.875353       0.48886      -65.5809         872.7   150.4599200     1.6732900   150.4599317     1.6732783    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:12:11.712000     2015.1.00137.S_SB3_GB1_MB1_z12_56_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_57      0.139304      0.874009       0.48835      -65.8691         872.7   150.5320100     2.1836600   150.5320217     2.1836483    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:12:43.488000     2015.1.00137.S_SB3_GB1_MB1_z12_57_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_58      0.141204      0.883229       0.48805      -65.7193       872.697   149.9716300     1.7447200   149.9716417     1.7447083    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:13:15.264000     2015.1.00137.S_SB3_GB1_MB1_z12_58_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_59      0.137279      0.883656      0.488716      -65.6358         872.7   150.3533800     1.6542200   150.3533917     1.6542083    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:13:47.040000     2015.1.00137.S_SB3_GB1_MB1_z12_59_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_60      0.139151      0.896469      0.488399      -65.4723         872.7   150.2486000     2.5510100   150.2486117     2.5509983    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:14:18.816000     2015.1.00137.S_SB3_GB1_MB1_z12_60_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_61       0.13069      0.903856      0.487652      -65.3297       872.697   149.8567200     2.3337500   149.8567317     2.3337383    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:15:59.952001     2015.1.00137.S_SB3_GB1_MB1_z12_61_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_62      0.129399      0.897025      0.487266      -65.0444         872.7   150.5795300     2.7081300   150.5795417     2.7081183    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:16:31.728001     2015.1.00137.S_SB3_GB1_MB1_z12_62_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_63      0.137861      0.892348      0.486941      -65.6572         872.7   150.4893200     1.8217000   150.4893317     1.8216883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:17:03.504000     2015.1.00137.S_SB3_GB1_MB1_z12_63_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_64      0.137988      0.907654      0.484416      -65.9062       872.697   149.5869100     1.6271800   149.5869217     1.6271683    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:17:35.280000     2015.1.00137.S_SB3_GB1_MB1_z12_64_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_65      0.141322      0.911615      0.484697      -64.8171       872.697   150.0162400     2.7923600   150.0162517     2.7923483    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:18:07.055999     2015.1.00137.S_SB3_GB1_MB1_z12_65_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_66      0.135878      0.904407      0.486813      -65.7856         872.7   150.1014300     1.7284400   150.1014417     1.7284283    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:18:38.831999     2015.1.00137.S_SB3_GB1_MB1_z12_66_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_67      0.141103      0.927015      0.485043      -65.1561       872.697   149.5619400     2.6959400   149.5619517     2.6959283    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:19:10.656000     2015.1.00137.S_SB3_GB1_MB1_z12_67_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_68      0.140548      0.910739      0.485135      -65.6758         872.7   150.0948300     1.8606500   150.0948417     1.8606383    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:19:42.432000     2015.1.00137.S_SB3_GB1_MB1_z12_68_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_69      0.142625      0.906502      0.484566      -65.6954         872.7   150.1228900     2.3609000   150.1229017     2.3608883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:20:14.208000     2015.1.00137.S_SB3_GB1_MB1_z12_69_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_70      0.137946      0.914817      0.487172       -65.046         872.7   150.7760000     2.7817500   150.7760117     2.7817383    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:20:45.984000     2015.1.00137.S_SB3_GB1_MB1_z12_70_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_71      0.134225      0.920323      0.483596      -65.8146         872.7   150.1918000     1.7225900   150.1918117     1.7225783    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:23:19.968000     2015.1.00137.S_SB3_GB1_MB1_z12_71_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_72      0.132389      0.918164      0.484098      -65.7337         872.7   150.5034800     1.8118300   150.5034917     1.8118183    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:23:51.744000     2015.1.00137.S_SB3_GB1_MB1_z12_72_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_73      0.146321      0.941613      0.484127      -65.1783       872.697   149.7124300     2.4875800   149.7124417     2.4875683    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:24:23.615999     2015.1.00137.S_SB3_GB1_MB1_z12_73_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_74      0.134659      0.934945      0.484793      -65.9738       872.697   149.8427400     1.6727800   149.8427517     1.6727683    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:24:55.392000     2015.1.00137.S_SB3_GB1_MB1_z12_74_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_75      0.134217       0.91917      0.483524      -65.7412         872.7   150.7428000     1.8853400   150.7428117     1.8853283    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:25:27.168000     2015.1.00137.S_SB3_GB1_MB1_z12_75_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_76      0.141219      0.943336      0.483879      -65.2071       872.697   150.0678300     2.7906900   150.0678417     2.7906783    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:25:59.040000     2015.1.00137.S_SB3_GB1_MB1_z12_76_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_77      0.137132      0.941211      0.482622       -65.626       872.697   150.0595100     2.1123400   150.0595217     2.1123283    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:26:30.816000     2015.1.00137.S_SB3_GB1_MB1_z12_77_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_78      0.134224      0.941151      0.483864      -65.5906         872.7   150.2420000     2.2369000   150.2420117     2.2368883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:27:02.591999     2015.1.00137.S_SB3_GB1_MB1_z12_78_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_79      0.142672      0.964507      0.483315      -65.0597       872.697   149.5033600     2.5068000   149.5033717     2.5067883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:27:34.367999     2015.1.00137.S_SB3_GB1_MB1_z12_79_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_80      0.138724      0.962951       0.48217      -65.5946       872.697   149.6041600     2.2750900   149.6041717     2.2750783    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:28:06.144000     2015.1.00137.S_SB3_GB1_MB1_z12_80_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_81      0.142172      0.938624      0.481965      -65.8789         872.7   150.5468400     1.6185600   150.5468517     1.6185483    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:29:39.408000     2015.1.00137.S_SB3_GB1_MB1_z12_81_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_82      0.141881      0.949915      0.483077      -66.1289         872.7   150.4327100     1.8902900   150.4327217     1.8902783    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:30:11.184000     2015.1.00137.S_SB3_GB1_MB1_z12_82_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_83      0.136104       0.96679      0.481377      -65.7341         872.7   150.2262400     2.1132000   150.2262517     2.1131883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:31:47.424000     2015.1.00137.S_SB3_GB1_MB1_z12_83_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_84      0.136575      0.963919      0.481452      -65.6433         872.7   150.5943300     2.2562000   150.5943417     2.2561883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:32:19.200000     2015.1.00137.S_SB3_GB1_MB1_z12_84_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_85      0.143535      0.974689      0.481738      -65.4437         872.7   150.4339300     2.7654200   150.4339417     2.7654083    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:32:50.976000     2015.1.00137.S_SB3_GB1_MB1_z12_85_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_86      0.139866      0.961521      0.480308      -66.0747         872.7   150.6683500     1.5702900   150.6683617     1.5702783    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:33:22.752000     2015.1.00137.S_SB3_GB1_MB1_z12_86_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_87      0.148572      0.987132      0.480617      -65.9286       872.697   150.0654900     1.7460100   150.0655017     1.7459983    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:33:54.527999     2015.1.00137.S_SB3_GB1_MB1_z12_87_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_88      0.137785      0.979975       0.48075      -65.6304         872.7   150.3766300     2.4594900   150.3766417     2.4594783    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:34:26.303999     2015.1.00137.S_SB3_GB1_MB1_z12_88_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_89      0.146602      0.998428      0.478365      -65.8251       872.697   149.8488900     1.9337200   149.8489017     1.9337083    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:34:58.080000     2015.1.00137.S_SB3_GB1_MB1_z12_89_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_90      0.146661        1.0053      0.476274      -66.0891       872.697   149.5356300     1.7678500   149.5356417     1.7678383    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:37:25.871999     2015.1.00137.S_SB3_GB1_MB1_z12_90_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_91      0.144432      0.997214      0.479578      -65.8176         872.7   150.4416500     2.1291800   150.4416617     2.1291683    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:37:57.648000     2015.1.00137.S_SB3_GB1_MB1_z12_91_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_92      0.146999       1.00238      0.480052      -65.8719         872.7   150.3777800     2.4339800   150.3777917     2.4339683    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:38:29.424000     2015.1.00137.S_SB3_GB1_MB1_z12_92_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_93      0.140907       1.01898      0.480352      -65.5668       872.697   150.0475800     2.6212000   150.0475917     2.6211883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:39:01.200000     2015.1.00137.S_SB3_GB1_MB1_z12_93_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_94       0.14319       1.01189      0.478897      -65.8974         872.7   150.2417400     2.0826400   150.2417517     2.0826283    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:39:32.976000     2015.1.00137.S_SB3_GB1_MB1_z12_94_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_95      0.143404       1.00336      0.481005      -66.1024         872.7   150.5407600     1.9697200   150.5407717     1.9697083    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:40:04.752000     2015.1.00137.S_SB3_GB1_MB1_z12_95_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_96      0.146795       1.00781      0.482176      -66.2742         872.7   150.5349100     2.4010500   150.5349217     2.4010383    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:40:36.528000     2015.1.00137.S_SB3_GB1_MB1_z12_96_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_97      0.147251       1.03777      0.476343      -65.6056       872.697   149.7502900     2.6795000   149.7503017     2.6794883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:41:08.304000     2015.1.00137.S_SB3_GB1_MB1_z12_97_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_98      0.140049       1.03024      0.477407      -65.9402       872.697   149.9219500     2.2899400   149.9219617     2.2899283    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:41:40.080000     2015.1.00137.S_SB3_GB1_MB1_z12_98_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    3    1    1                    z12_99      0.143524       1.03001      0.476717       -66.156         872.7   150.1526500     1.7692000   150.1526617     1.7691883    29.316    29.316       350       350   0.08376   0.08376     2016-03-25T05:42:11.856000     2015.1.00137.S_SB3_GB1_MB1_z12_99_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_101      0.113995      0.612806      0.536242      -66.9041       872.697   149.8426200     2.5219200   149.8426317     2.5219083    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:17:12.191999     2015.1.00137.S_SB4_GB1_MB1_z12_101_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_102      0.123619      0.611415      0.535665      -68.0983       872.697   150.2930600     1.9434300   150.2930717     1.9434183    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:17:43.968001     2015.1.00137.S_SB4_GB1_MB1_z12_102_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_103      0.113377      0.613928      0.533956      -68.0002       872.697   149.9490800     1.9180500   149.9490917     1.9180383    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:18:15.744001     2015.1.00137.S_SB4_GB1_MB1_z12_103_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_104      0.123266      0.615324      0.536158      -66.3455       872.697   150.1074500     2.6459300   150.1074617     2.6459183    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:18:47.520001     2015.1.00137.S_SB4_GB1_MB1_z12_104_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_105      0.118518      0.612191      0.534397      -68.3925       872.697   150.4990200     1.7244600   150.4990317     1.7244483    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:19:19.296000     2015.1.00137.S_SB4_GB1_MB1_z12_105_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_106      0.121608      0.618954      0.535467      -66.2398       872.697   149.5739100     2.0858700   149.5739217     2.0858583    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:19:51.264000     2015.1.00137.S_SB4_GB1_MB1_z12_106_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_107      0.121509      0.616177      0.536767      -66.1494       872.697   150.4144300     2.8011100   150.4144417     2.8010983    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:20:24.192000     2015.1.00137.S_SB4_GB1_MB1_z12_107_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_108      0.117034      0.618921      0.532667      -67.0381       872.697   149.7216600     1.9654700   149.7216717     1.9654583    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:20:57.024000     2015.1.00137.S_SB4_GB1_MB1_z12_108_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_109      0.122949       0.61855      0.531878      -67.3892       872.697   150.1541600     1.8042100   150.1541717     1.8041983    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:21:28.800000     2015.1.00137.S_SB4_GB1_MB1_z12_109_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_110      0.125672      0.619831      0.533697      -67.8457       872.697   150.3543500     2.2413400   150.3543617     2.2413283    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:23:31.296001     2015.1.00137.S_SB4_GB1_MB1_z12_110_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_111      0.121766      0.619317      0.535436      -65.3542         872.7   150.7354700     2.8977000   150.7354817     2.8976883    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:24:03.072001     2015.1.00137.S_SB4_GB1_MB1_z12_111_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_112      0.123333      0.620995       0.53564       -65.726       872.697   150.3358200     2.6497000   150.3358317     2.6496883    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:24:34.848001     2015.1.00137.S_SB4_GB1_MB1_z12_112_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_113      0.118045      0.619644      0.533108      -66.7476       872.697   150.4635000     1.8833100   150.4635117     1.8832983    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:25:06.624001     2015.1.00137.S_SB4_GB1_MB1_z12_113_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_114      0.123325      0.621086      0.534827      -65.5697       872.697   150.6548600     2.5667000   150.6548717     2.5666883    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:25:38.400000     2015.1.00137.S_SB4_GB1_MB1_z12_114_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_115      0.120929      0.625499       0.53303      -64.7556       872.697   150.0464200     2.8016900   150.0464317     2.8016783    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:26:10.175998     2015.1.00137.S_SB4_GB1_MB1_z12_115_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_116      0.117442      0.624572      0.533926      -65.6007       872.697   150.3995100     2.4650900   150.3995217     2.4650783    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:26:41.951999     2015.1.00137.S_SB4_GB1_MB1_z12_116_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_117      0.117593      0.628478      0.532761      -65.0049       872.697   149.9312000     2.6461600   149.9312117     2.6461483    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:27:13.728000     2015.1.00137.S_SB4_GB1_MB1_z12_117_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_118      0.119999      0.624172      0.533358      -65.5615       872.697   150.6313000     2.4769600   150.6313117     2.4769483    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:27:45.504000     2015.1.00137.S_SB4_GB1_MB1_z12_118_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_119      0.119042      0.627549      0.532055      -65.6463       872.697   150.0591300     2.2200500   150.0591417     2.2200383    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:28:17.280000     2015.1.00137.S_SB4_GB1_MB1_z12_119_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_120      0.121725      0.626471      0.533222      -64.2909       872.697   150.6835300     2.8854900   150.6835417     2.8854783    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:31:37.920000     2015.1.00137.S_SB4_GB1_MB1_z12_120_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_121      0.118924      0.630242      0.532808      -65.7287       872.697   149.6960100     2.1223000   149.6960217     2.1222883    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:32:09.936000     2015.1.00137.S_SB4_GB1_MB1_z12_121_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_122      0.122031      0.625839      0.531823      -66.0301       872.697   150.6535600     1.9223300   150.6535717     1.9223183    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:32:41.712000     2015.1.00137.S_SB4_GB1_MB1_z12_122_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_123      0.121033       0.62899      0.530729      -65.9363       872.697   150.4128100     1.8515700   150.4128217     1.8515583    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:33:13.488000     2015.1.00137.S_SB4_GB1_MB1_z12_123_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_124      0.122247      0.628871      0.531146      -65.8519       872.697   150.2360200     2.1453200   150.2360317     2.1453083    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:33:45.264000     2015.1.00137.S_SB4_GB1_MB1_z12_124_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_125      0.118281      0.633845      0.529898       -65.502       872.697   149.9306200     2.0076400   149.9306317     2.0076283    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:34:17.040000     2015.1.00137.S_SB4_GB1_MB1_z12_125_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_126      0.114075      0.632286      0.529462       -65.792       872.697   150.2785300     1.8771000   150.2785417     1.8770883    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:34:48.816000     2015.1.00137.S_SB4_GB1_MB1_z12_126_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_127      0.125367      0.636579       0.53071      -64.6021       872.697   149.8999600     2.6571600   149.8999717     2.6571483    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:35:20.592000     2015.1.00137.S_SB4_GB1_MB1_z12_127_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_128      0.119243        0.6384      0.529647      -64.5554       872.697   149.5596800     2.3325700   149.5596917     2.3325583    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:35:52.368000     2015.1.00137.S_SB4_GB1_MB1_z12_128_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_129      0.117451      0.637976      0.529928      -64.3941       872.697   150.2727800     2.7823300   150.2727917     2.7823183    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:36:24.143999     2015.1.00137.S_SB4_GB1_MB1_z12_129_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_130      0.120925      0.637918      0.529681      -64.8563       872.697   150.4390700     2.4840600   150.4390817     2.4840483    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:38:15.792000     2015.1.00137.S_SB4_GB1_MB1_z12_130_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_131      0.120022      0.637088      0.527832      -65.4473       872.697   150.2549700     1.8576100   150.2549817     1.8575983    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:38:47.568000     2015.1.00137.S_SB4_GB1_MB1_z12_131_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_132      0.119639       0.63744      0.528506       -65.001       872.697   150.5544300     2.4218100   150.5544417     2.4217983    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:39:19.344000     2015.1.00137.S_SB4_GB1_MB1_z12_132_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_133      0.121375      0.639541      0.530069      -64.5891       872.697   150.4798300     2.6282000   150.4798417     2.6281883    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:39:51.120000     2015.1.00137.S_SB4_GB1_MB1_z12_133_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_134      0.121779      0.639671      0.529547      -65.0475       872.697   150.4188500     2.4019000   150.4188617     2.4018883    29.316    29.316       350       350   0.08376   0.08376     2016-03-27T03:40:22.896000     2015.1.00137.S_SB4_GB1_MB1_z12_134_sci.spw0_1_2_3.cont.I.image.fits
